Date,Text
2019-07-26,"Глава управления госархитектурно-строительного контроля Карагандинской области Тимур Нуркенов несколько раз отказывал бизнесмену в приеме его коммерческого объекта в эксплуатацию, склоняя его к трудоустройству своей матери, передает корреспондентTengrinews.kz.В областной Департамент по делам госслужбы обратилась предприниматель М. с жалобой на Нуркенова.""На основании ее обращения проведена проверка, доводы частично нашли свое подтверждение. Одним из нарушений является то, что Нуркенов через WhatsApp направил супругу заявителя М. послужной список своей матери для рассмотрения вопроса о ее трудоустройстве. До этой переписки в управлении ГАСК дважды рассматривались обращения заявителя касательно согласования приемки объекта в эксплуатацию, по которому выдавались ответы отказного характера"", - сообщил главный специалист управления контроля в сфере госслужбы Карагандинского областного Департамента по делам госслужбы Бахтияр Макеев.Сам Нуркенов в ходе проверки своей вины не признал. Однако проверяющие пришли к выводу, что его вина доказана.""Заявитель М. по своему вопросу обращалась в госкорпорацию, а там, приняв документы, перенаправили их для рассмотрения в ГАСК. Ведомство в свою очередь ответило ей, что для вынесения соответствующего решения отсутствуют документы и сведения и что имеются иные несоответствия. При этом не обозначив, какие это документы, сведения и несоответствия. Поэтому заявитель повторно обратился в ГАСК для получения более подробного ответа"", - подчеркнул Бактияр Макеев.Служебное расследование в действиях Нуркенова нашло признаки нарушения Этического кодекса, выразившегося в использовании своего служебного положения для оказания влияния на деятельность лиц при решении вопросов личного характера.Чиновник вины своей не признал. Несмотря на это, члены совета по этике рекомендовали объявить Тимуру Нуркенову строгий выговор.КоррупцияКарагандаГосслужба"
2019-01-25,"Уголовное дело в отношении бывших должностных лиц Комитета фармации Министерства здравоохранения и экс-руководства ""СК-Фармация"" снова отправили в прокуратуру, сообщаетTengrinews.kz.Как сообщили в прокуратуре Астаны, ранее уголовное дело возвращалось правоохранительным органам на дополнительное расследование.""Прокуратурой Астаны по результатам изучения уголовное дело было направлено на дополнительное расследование для обеспечения полноты и всесторонности изучения всех обстоятельств, необходимых и достаточных для правильного разрешения дела"", - отметили в ведомстве.По данным ведомства, досудебное разбирательство проводилось в отношении должностных лиц Пака, Имамходжаева, Касаткина и Ахметова.""Досудебное производство завершено. 14 января уголовное дело с обвинительным актом в отношении указанных лиц вновь поступило в прокуратуру Астаны в порядке статьи 300 УПК для изучения законности принятого процессуального решения"", - сообщили в столичной прокуратуре, отметив, что другие сведения не подлежат разглашению.Ранее сообщалось, что бывший председатель правления ТОО ""СК-Фармация"" Максим Касаткин былпереведенпод домашний арест. В октябре 2017 года в Антикоррупционной службесообщилио начатом расследовании в отношении председателя правления ТОО ""СК-Фармация"" и других лиц по подозрению в хищении бюджетных средств, выделенных для закупки лекарственных препаратов в рамках гарантированного объема бесплатной медицинской помощи.В июле 2017 года Антикоррупционной службой былизадержаныдолжностные лица Комитета фармации Министерства здравоохранения и его территориальных подразделений. Тогда им предъявили обвинения в систематическом получении взяток и лоббировании интересов фармкомпаний.Отметим, что в уголовном деле фигурируетЛариса Пак, которая ранее являлась исполняющей обязанности председателя Комитета фармации Министерства здравоохранения РК.ПравосудиеПравоохранительные органыМедицинаКоррупция"
2020-05-14,"Антикоррупционной службой Костанайской области начато досудебное расследование в отношения руководителя отдела строительства акимата Костаная по факту получения взятки. Об этом сообщил следователь по особо важным делам первого департамента Агентства по противодействию коррупции Данияр Бигайдаров, передает корреспондентTengrinews.kz.""Начато досудебное расследование в отношения руководителя Отдела строительства акимата Костаная по факту получения взятки в сумме 800 тысяч тенге от риелтора агентства недвижимости за беспрепятственное заключение договоров государственных закупок о выкупе квартир у физических лиц, предназначенных для временного заселения малообеспеченных семей в рамках республиканской программы ""Нурлы жер"", - сообщил Данияр Бигайдаров.Задержание подозреваемых, по его словам, не применялось в связи с полным признанием вины и ходатайством об окончании уголовного дела в форме ускоренного досудебного прооизводства.Также в Антикоррупционной службе сообщили одосудебном расследовании в отношении руководителя Управления архитектуры и градостроительства и земельных отношенийНур-Султана по факту хищения бюджетных средств, выделенных на реализацию проекта ""Ревизия земельных участков на территории Нур-Султана.Новости Казахстана. Сегодня и прямо сейчас. Видео и фото. Подписывайся на @tengrinews в Telegramантикоррупционная службаВзяткаКоррупцияКостанайская областьПреступление"
2019-07-22,"В Павлодарской области выявили факт получения взятки и. о. начальника учреждения уголовно-исполнительной системы области, передаетTengrinews.kzсо ссылкой на Антикоррупционную службу.Майора юстиции подозревают в том, что он действовал с группой лиц по предварительному сговору, в том числе с одним из осужденных, и получил взятку в размере 250 000 тенге от директора частной компании за заключение индивидуальных трудовых договоров с заключенными.Подозреваемый признал вину и заявил ходатайство о заключении процессуального соглашения.Расследование продолжается.ПреступностьПавлодарская областьКоррупция"
2017-11-09,"Миллионеры и миллиардеры Саудовской Аравии ищут возможности для вывода своих средств из страны, опасаясь негативных последствий в рамках коррупционных расследований, сообщаетРИА Новостисо ссылкой на Bloomberg. Об этом заявили источники, знакомые с ситуацией.По некоторым данным, самые богатые люди в стране ведут переговоры с банками, менеджерами по управлению активами и консультантами с целью вывести денежные средства и ликвидные активы из Саудовской Аравии и соседних государств из-за опасений того, что они могут быть заморожены. Кроме того, они выражают обеспокоенность тем, что в рамках дела о коррупции в стране последуют новые аресты.Помимо этого, сообщается, что, по неофициальным данным, ЦБ страны выдал распоряжение банкам заморозить счета десятков частных лиц, среди которых есть как задержанные, так и те, кто не был взят под арест; при этом под угрозой уже находится частное благосостояние задержанных в размере 33 миллиардов долларов.После новостей о задержаниях в Саудовской Аравии на региональных фондовых рынках начались распродажи. По данным агентства, по итогам среды спад на биржах стран, входящих в Совет по сотрудничеству стран Персидского залива, оценивается в 17,6 миллиарда долларов.Напомним, 5 ноября высший комитет по борьбе с коррупцией Саудовской Аравии во главе с наследным принцем Мухаммедом бен Сальманомраспорядилсязадержать около 40 влиятельных лиц, среди которых члены королевской семьи, министры, военные и предприниматели. 7 ноября наследный принц поручил министрам, входящим в экономический совет по развитию страны, удостовериться, что национальные и международные компании, в том числе те, которыми полностью или частично владеют люди, в отношении которых идет расследование о коррупции, не пострадают от следственных мероприятий.Отметим, что 5 ноября на юге Саудовской Аравииразбилсявертолет с рядом высокопоставленных чиновников. В результате крушения погиб принц Мансур бин Мукрин. Он был членом правящей королевской династии в Саудовской Аравии и являлся заместителем губернатора провинции Асир. Его отец Мукрин ибн Абдул-Азиз аль Сауд с января по апрель 2015 года был наследным принцем Саудовской Аравии, пока король Салман не изменил порядок престолонаследия. В вертолете также находился губернатор провинции Ансур.Между тем миллиардер аль-Валид бен Таляль, являющийся родственником короля Саудовской Аравии, после своего задержанияпотерял1,2 миллиарда долларов в результате снижения цены акций его компании Kingdom Holding Co.Также газета The New York Timesопубликовалавидео из пятизвездочного отеля ""Ритц Карлтон"" в Эр-Рияде, на котором, по данным американского издания, запечатлены задержанные в воскресенье саудовские принцы, чиновники и министры.Мы отправим новости на ваш телефон. Подписывайтесь в Telegram @tengrinewsСаудовская АравияКоррупцияБизнесАрест"
2019-10-08,"В ЗКО осудили руководителей воинской части за получение взятки, передаетTengrinews.kzсо ссылкой на Антикоррупционную службу.На скамье подсудимых оказались заместитель командира воинской части № 5517 по тылу и начальник отдела вещевой службы этой же части. Их подозревали в получении взятки в размере 300 тысяч тенге от директора частной компании. Взамен они обещали ему подписать акты выполненных работ и дальнейшее покровительство.В даче взятки после смерти роженицы подозревают главу роддома""7 октября приговором военного суда Актюбинского гарнизона Омаров признан виновным в получении взятки и приговорен к лишению свободы сроком на семь лет и два месяца. Кыдыров приговорен к наказанию в виде штрафа на сумму шесть миллионов тенге. Осужденные пожизненно лишены права занимать должности на государственной службе, а также воинских званий"", - говорится в официальном сообщении.КоррупцияВоенный судВзятка"
2024-04-02,"Tengrinews.kzподготовил дайджест главных и самых интересных новостей за 2 апреля.ПрезидентПрезидент Касым-Жомарт Токаев совершит поездку в один из регионов, пострадавших от паводков.Ранее в МЧС сообщали, что в зоне подтопления остаются 5 областей, акиматы объявили 20 чрезвычайных ситуаций местного масштаба. Сохраняется сложная обстановка в Актюбинской, Западно-Казахстанской и Костанайской областях.Глава государства принял председателя Высшей аудиторской палаты Алихана Смаилова. В ходе встречи были обсуждены вопросы дальнейшего повышения эффективности системы государственного аудита и финансового контроля. В свою очередь, Алихан Смаилов поделился своим видением дальнейшего развития системы государственного аудита. Он также доложил о планах ведомства на текущий год.Фото пресс-службы АкордыПравительствоПремьер-министр Олжас Бектенов обратился к казахстанцам из-за ситуации с паводками. Этот вопрос обсуждался сегодня на заседании правительства. В частности, премьерпопросил казахстанцев оказывать содействие спасателям и не усложнять их работу.Сегодня на заседании правительства вице-министр по чрезвычайным ситуациям Бауыржан Сыздыковрассказал о ситуации с паводками в Казахстане. По словам Сыздыкова, паводковая обстановка остается стабильно сложной. В западных регионах страны наблюдается незначительный спад воды, в центральной, северной и восточной частях, наоборот, идет интенсивное повышение уровня рек.По итогам заседания правительства журналисты спросили у Бауыржана Сыздыкова,почему ведомство заранее не реагировало на предупреждения Казгидромета. Как сообщил Сыздыков, в 5 областях, где сегодня происходят подтопления, вода пришла не из рек, а из степи. При этом воду из степи не учитывали в прогнозе изначально.Также, отвечая на вопросы журналистов во время брифинга, Сыздыков рассказал, куда были потрачены 7 миллиардов тенге, выделенные на предупреждение и ликвидацию паводков.Подробности в нашем материале.Посмотреть эту публикацию в InstagramПубликация от TengriNews (@tengrinewskz)Сколько денег выделят на строительство домов для пострадавших от паводков?Сумму озвучил министр промышленности и строительства Канат Шарлапаев. Как отметил министр, сейчас акиматы собирают информацию и ведут подсчет пострадавших домов.Интересно знатьВ государственном военно-историческом музее Вооруженных сил Казахстана в Астане объяснили,почему они убрали из экспозиции установленную там шесть лет назад восковую фигуру первого президента Нурсултана Назарбаева. Как сообщили в музее, в выставочном зале были проведены работы по реэкспозиции (изменению и обновлению экспозиции - прим.) в связи со 100-летием со дня рождения Сагадата Нурмагамбетова.Фото ©️ Tengrinews.kzНазван самый богатый человек мира. Президент группы Louis Vuitton Moët Hennessy (LVMH) Бернар Арно сохранил лидерство в списке богатейших людей планеты по версии американского журнала Forbes. Состояние Арно составило 233 миллиарда долларов.ПроисшествияКонфликт детей в одной из школ Павлодара, произошедший в начале года, получил продолжение. На днях специализированный межрайонный суд по делам несовершеннолетних Павлодарской области оштрафовал маму пострадавшей девочки. Подробностиздесь.Кадры из видеоПодростки сняли на видео жестокое избиение сверстника в Туркестанской области. Отправившие видео отметили, что ролик был снят три дня назад в Сарыагашском районе, где подростки якобы устроили самосуд над своим сверстником. В пресс-службе департамента полиции области сообщили, что по факту хулиганства возбуждено уголовное дело. Личности несовершеннолетних установлены, все они доставлены в отдел полиции. Ведется расследование.ПогодаСпециалисты Казгидромета объяснили природу сильной бури, которая обрушилась на Алматы в конце марта. В этот же день буря захватила Алматинскую область и столицу Кыргызстана - Бишкек. Подробнее вматериале.Наши новости теперь в WhatsApp! Подписывайтесь на наш канал в самом популярном мессенджереПаводкинарушениеПодросткиДетиРазбойКоррупцияДеньгиАлматыАстанапотопМЧС КазахстанаПроисшествиеКасым-Жомарт ТокаевШтраф"
2017-08-10,"Директор столичной школы-гимназии № 67 покинула свой пост после публичного обвинения в коррупции со стороны родителей учеников и учителей. Об этом сообщил исполняющий обязанности руководителя Управления образования Астаны Ануар Жангозин на брифинге в СЦК, передает корреспондентTengrinews.kz.По сообщениям СМИ, инициативная группа из родителей и учителей школы-гимназии № 67 заявила о том, что руководство учебного заведения якобы собирает деньги с родителей и преподавателей на школьные нужды.""По факту поступивших жалоб со стороны учителей на директора 67-й школы нами была проведена внутренняя проверка. По ее итогам были выявлены замечания в работе, в том числе администрации, директора школы. В мае мы вынесли директору выговор. Понимая, что перечисленные в жалобах факты не все относятся к нашей компетенции, мы направили запросы в Агентство по делам государственной службы и противодействию коррупции, в Департамент внутренних дел, Департамент по контролю в сфере образования"", - сообщил Ануар Жангозин.Он обратил внимание на то, что по итогам дополнительных проверок факты коррупционного характера не были подтверждены, то есть все перечисленное в жалобах не имеет оснований.""Учитывая все проблемы, которые в школе возникли, учитывая выговор, мы приняли решение не продлевать договор с директором школы, потому что трудовой договор был заключен в августе 2016 года, фактически он на один год и в августе уже заканчивается, продлевать не будем"", - отметил Ануар Жангозин.ШколаОбразованиеКоррупцияАстана"
,"У него никогда не было серьезных отношений. Да и сами девушки неохотно выстраивались в очередь пусть и к молодому, но к бедному чиновнику. Довольно скромная зарплата, сумасшедший рабочий график, простой кнопочный телефон и уже прилично засаленный черный костюм. В нем можно хоронить человека, но никак не носить на работу. Офисный трудяга, рано переживший юношеский максимализм, почти пал духом. В университете ему казалось, что он безудержно взлетит по карьерной лестнице как сизокрылая птица, а не будет карабкаться по ней как пожилой скалолаз. Ведь он буквально ночевал в библиотеке, экономическая теория Адама Смита служила ему подушкой, а ""Утопия"" Томаса Мора - отдушиной. Увы, успех в современной жизни не всегда измеряется суммарным количеством страниц прочтенных книг.Однажды молодой чиновник решив немного расслабиться, направился в ближайший бар. Столичные цены на алкоголь резко вернули его в чувства. Если он купит себе лишние триста грамм горячительного, то ему уже нечем будет платить за съемную квартиру. Дилемма. Мир жесток, а жизнь молодого госслужащего еще суровее. Зато в баре оказалась очень вкусная дешевая вода. Бармен опытным взглядом капиталистического охотника просканировав молодого чиновника и поняв, что здесь не пахнет чаевыми, а лишь депрессией и унынием, поспешил ретироваться в направлении более состоятельных посетителей. Знакомые лица подвыпивших сотрудников нацкомпании и всевозможных банков выглядели куда приятнее, а их спрессованные кошельки так и манили своей тяжестью посторонние взгляды. Сотрудники частного и полугосударственного сектора щедро угощали девушек с пухлыми губами, татуажем на лице и с тяжелым диагнозом ""селфимания"". Тем временем молодой чиновник в гордом одиночестве почти испил стакан воды как вдруг его уединение разрушила незнакомая особа. Парень едва не поперхнулся, красивая безудержная женщина в страстном красном платье застала его врасплох. Она настигла его как буря в океане, он почувствовал себя беззащитным суденышком перед силами непостижимой стихии. Его обуревали одновременно страх и восторг. Чиновник с круглыми глазами подозрительно осмотрелся по сторонам и подумал, что не могла такая богиня выбрать именно его на этом празднике тщеславия, просто не могла. Это какая-та случайность или она просто перепутала его с персоналом.- Хватит вертеть головой, красавчик! Я пришла именно к тебе.- Ммм...Я... Ко мне???Парень потерял дар речи - языковой аппарат стал тяжелым балластом в пересохшем от волнения рту. Властный взгляд незнакомки мертвой хваткой вцепился в чиновника. Голос звучал медленно, томно и уверенно словно его зомбировало небезызвестное око Мордора.- Это нормально. Все всегда волнуются, - парню казалось, что он слышит шипение змеи. Хотя местный антураж немного и напоминал джунгли. - Это ведь у тебя в первый раз.Молодой человек почувствовал как его рубашка прилипла к спине. Сейчас не помешал бы еще один стаканчик воды, но бармен слишком занят работниками нацкомпании и частных фирм, которые нашли спасительный водопой. Парень проглотил слюну и вымолвил:- Извините, я вас не совсем понимаю. Мы с вами знакомы?- Еще нет, но у тебя всегда была и будет возможность познакомиться со мной. Например, сейчас, - девушка медленно провела указательным пальцем по столешнице.- У вас очень знакомое лицо. Я не мог вас видеть... Хотя нет, не мог. Это было давно лет так 15 назад, а вам не более тридцати на вид.Страстная незнакомка жеманно улыбнулась, отвела взгляд куда-то далеко и проговорила:- На тебе были синие джинсы и белая футболка и много прыщей. На дворе стоял май, было тепло. Твоя мама знала меня в лицо, я появилась, когда она отдала учительнице деньги на ремонт класса. Твоя мама не знала моего имени и не подозревала, что ее деньги не пойдут на краску и известь. Эх, добрая наивная женщина.Откуда она помнит его детство? Это какая-та чертовщина! Он уже пожалел, что не заказал чего-нибудь покрепче, пожил бы у родственников месяц, другой. Тогда у него было бы логическое объяснение всего сейчас здесь происходящего. Внезапно женщина в красном громко рассмеялась. Все посетители бара невольно обернулись в ее сторону. Даже уже изрядно подвыпившие топ-менеджеры и банкиры слегка отрезвели и не отводили от нее глаз. Музыка умолкла. Женщина в красном медленно провела глазами по залу и с железом в голосе проговорила:- Ну, что уставились? Пейте пока пьется, гуляйте пока на воле, глупцы! Эй, ты, включай заново эту бренную музыку на всю катушку. Не переживайте, мои дорогие - сегодня я не по вашу душу.Эти слова успокоили посетителей. Клиенты бара и его работники как ни в чем не бывало снова вернулись к своему умиротворенному ритму жизни: одни разливали, другие выпивали.- Извини, дорогой. Просто все они меня знают, я со всеми ними имела дело. Так подожди. Ты не о том подумал! Я - не проститутка.У молодого чиновника поневоле затряслись коленки. Лучше бы эта незнакомка продавала свою плоть, чем рассказывала о чужих воспоминаниях как колдунья. Женщина в красном заметила дрожь коленей.- Это нормально, что они трясутся! Эта твоя совесть, она еще жива... Пока что...В зале снова раздался ее зловещий и пьянящий смех. Децибелы эхом прокатились по бару и растворились в мирской суете будничного вечера.- О чем вы? Кто вы? Откуда вы меня знаете? И сколько вам, черт возьми, лет?- Всегда одни и те же вопросы: кто, откуда, сколько. В этом мире многое меняется, но не все. Вы не против, если я закажу себе вина. У вас ведь нет возможности угостить даму. Это я уже поняла и поэтому я здесь.Молодой чиновник стыдливо отвел глаза в сторону, тонкий галстук душил его как огромный питон. Бармен оказался тут как тут и уже наполнил два бокала.- Выпейте со мной!- Извините, я не могу!- Можете. Это дорогое французское вино. Скоро оно выдохнется и потеряет свой вкус.- Мне все равно.Женщина в красном медленно поднесла бокал к губам и закрыла от наслаждения глаза. Парень снова проглотил слюну, рука едва не потянулась к напитку богов как вдруг что-то внутри отбило всякую охоту от дальнейшего общения с этой страстной и властной женщиной. Незнакомка словно почувствовала, что теряет его как это бы почувствовали врачи, оперируя тяжело раненного пациента. Она поставила бокал и обеими ладонями взяла лицо парня, приблизилась к нему на расстояние сладкого поцелуя и тихо прошептала.- Коррупция... Меня зовут Коррупция... Передо мной трудно устоять. Мало, кто на это способен из живых.Молодой чиновник резко убрал ее руки от лица и попятился назад словно увидел привидение. Нет, не этого он хотел. У этой незнакомки страшное имя.- Я больше не хочу вас видеть! Прощайте, - молодой чиновник впопыхах схватил пиджак и начал стремительно искать выход.Коррупция застыла с изумленным лицом. Ей мало кто отказывал. Женское сердце разбили у стойки бара.- Постой! Не спеши! Ты только подумай! У тебя будет все и сразу, и быстро! Машина, квартира, деньги, красивые девушки! Дурачок!Молодой чиновник чувствовал себя сомнамбулой. Совесть волочила его к выходу как запрограммированного. За дверями шел дождь.- Эй, бармен! Унеси-ка ты это пойло лягушатников и тащи сюда бутылку старого доброго Джека.Через минуту бармен уже заполнил бокал женщины в красном. Все посетители бара: топ-менеджеры нацкомпании, банкиры, строители, коллеги молодого чиновника, полицейские смотрели на нее с восхищением. Коррупция снова, но теперь по-матерински обвела их взглядом и произнесла высокопарно:- За вас, мои дорогие! Пока вы есть - я здесь!За тебя, за тебя, за тебя, кричала толпа! В баре невыносимо запахло алкоголем и раболепием, а молодой чиновник завел будильник на 6 утра и зарылся в одеяло. Во сне он увидел ее, женщину в красном...P.S: Все персонажи вымышленны, кроме женщины в красном! Коррупция реальна.Автор:Олжас РамазановКоррупция"
2020-11-12,"Казахстан занял 73-е место из 141 в индексе противодействия отмыванию денег (Basel AML Index) Базельского института государственного управления, передаетTengrinews.kzсо ссылкой на пресс-службу Комитета финансового мониторинга.По даннымрейтинга, позади Казахстана остались такие страны, как Россия (52-е место), Турция (41-е место), Узбекистан (43-е место), Украина (67-е место).Однако впереди нас находятся Армения (79-е), Эквадор (84-е), Румыния (89-е).Самыми безопасными в вопросе признаны Эстония, Андорра и Финляндия.""Для Казахстана этот показатель является одним из высоких за последние три года и улучшен по сравнению с 2018 и 2019 годами на 45 пунктов"", - отмечают в КМФ.Данные ежегодные отчеты определяют уязвимость страны к ОД/ФТ (возможность нанесения ущерба аудируемому лицу и (или) финансовой системе и (или) экономике в целом путем совершения операции (операций).Сообщается, что улучшение позиций было достигнуто благодаря эффективной и слаженной работе всех государственных, правоохранительных и специальных государственных органов, субъектов финансового мониторинга, задействованных в сфере противодействия ОД/ФТ.""Благодаря эффективному взаимодействию подразделений комитета удалось значительно повысить качество работы по борьбе с финансовыми пирамидами, пресечь деятельность фирм-однодневок и снизить уровень обналичивания на 39 процентов"", - заключили в ведомстве.Мы выкладываем самые интересные видео в нашем новом Telegram-канале TengriTV.Подписывайтесь и смотрите!КазахстанКоррупцияДеньгиХищенияБюджетКазахстанцы"
2022-08-10,"В Нур-Султане вынесли приговор директору департамента пути и сооружений КТЖ по факту получения незаконного вознаграждения, передаетTengrinews.kz.Подсудимый Т. обвинялся в том, что, будучи директором департамента, ходатайствовал о назначении на должность руководителя дистанции пути своего знакомого - гражданина Ш. и в последующем продолжил оказывать ему общее покровительство по работе.""В период с августа по 30 октября 2018 года подсудимый Т. получил лично взятку в значительном размере в общей сумме 5 миллионов 300 тысяч тенге от гражданина Ш. за общее покровительство и попустительство по службе в интересах последнего (часть 2 статьи 366 УК).Подсудимый Т. в период с февраля 2020 года по май 2021 года в городе Нур-Султане, являясь куратором и прямым начальником, умышленно совершил превышение своих служебных полномочий в виде незаконного сбора денег с семерых подчиненных на общую сумму 1 миллион 538 тысяч тенге и использовал их в дальнейшем по своему усмотрению"", - отмечает пресс-служба суда № 2 района Байқоңыр столицы.В суде отметили, что в связи с тем, что подсудимый Т. не относится к субъекту коррупционного преступления, так как не является лицом, приравненным к лицам, уполномоченным на выполнение государственных функций.""В суде доказано, что подсудимый Т. получал незаконное вознаграждение в крупном размере неоднократно, поэтому его деяния были переквалифицированы на часть 3 статьи 247 УК (""Получение незаконного вознаграждения""). Вина подсудимого доказана материалами оперативно-разыскных мероприятий и уголовного дела"", - сообщили в пресс-службе суда.Суд при назначении наказания учел смягчающее обстоятельство – наличие малолетних детей. Обстоятельств, отягчающих ответственность и наказание, не установлено.""Судом подсудимый признан виновным в получении незаконного вознаграждения в крупном размере, совершенном неоднократно, и назначено ему наказание в виде 1 года лишения свободы, с лишением права занимать руководящие должности в сфере экономической деятельности сроком на 3 года.Суд с соблюдением требований, предусмотренных статьей 52 УК, с учетом смягчающих ответственность обстоятельств применил пункт 1 части 2 статьи 55 УК, предусматривающий назначение наказания за преступление небольшой тяжести не более 1/2 максимального срока лишения свободы, принимая во внимание личность гражданина Т., отсутствие в его действиях раскаяния в содеянном, поведение до и после совершения преступления.Засчитывая срок нахождения под стражей Т. с 14 июля 2021 года по 10 августа 2022 года, в соответствии со статьей 62 УК из расчета один день содержания под стражей за два дня отбывания наказания в учреждении минимальной безопасности, суд обязан посчитать назначенное наказание отбытым и освободить его из зала суда"", - говорится в сообщении пресс-службы суда № 2 района Байқоңыр Нур-Султана.В доход государства конфисковано 3 миллиона 840 тысяч тенге, изъятых при задержании осужденного. Приговор не вступил в законную силу.Столичные новости — в специальном Telegram-канале. Подпишись прямо сейчас!Жаңалықты бірінші болып білгіңіз келсе, қазақ тіліндегі Telegram-арнамызға жазылыңыз!ПравосудиеКоррупцияКТЖКазахстан темир жолы"
