Date,Text
2018-03-10,"В Северо-Казахстанской области директора школы, дважды отличившегося коррупционными нарушениями, вновь приняли на руководящую должность, сообщаетПетропавловск.news.По данным издания, 10 лет назад Аскар Хамзин работал директором смирновской средней школы № 3 в районе Шал Акына. Директор заставлял детей чистить снег, полоть свой огород и рубить дрова. Проверка прокуратуры также выявила факты незаконного сбора денег со школьников на питание. Хамзина уволили за нарушение коррупционного законодательства.После этого он устроился акимом в соседний Афанасьевский сельский округ. Каким образом он прошел спецпроверку, неизвестно. На новом месте порочные привычки проявились снова. Четыре года назад, когда Хамзину понадобились дрова, он отправил подчиненных в лес. Одного из них укусила оса, и мужчина скончался на месте от анафилактического шока. Дисциплинарный совет порекомендовал уволить акима.Впрочем, Хамзин вновь попытался восстановиться в должности через суд. Однако выяснилось, что экс-аким не может работать на госслужбе еще после первого школьного скандала.Несмотря на это, Хамзин сумел вновь возглавить учреждение образования. Он стал директором КГУ ""Нижнебурлуский комплекс школа-ясли-сад"" в соседнем Айыртауском районе.Выявить нарушение помог руководитель департамента по делам государственной службы и противодействию коррупции Северо-Казахстанской области Галым Турсунбаев. ""Даже я знал, что по его вине погиб человек. А я в те годы, когда его уволили со скандалом, работал в Кызылординской области. Как вы могли об этом не знать, если это освещали республиканские и наверняка местные СМИ? Можно было элементарно в Интернете его имя и фамилию забить и узнать о его прошлом. У меня ощущение, что все об этом знали, но просто закрывали глаза. Видимо, никого достойнее этого человека на должность директора школы не нашлось"", - сказал Турсунбаев.В итоге Аскара Хамзина уволили в третий раз, а руководителя отдела образования, не проверившего личность директора школы, привлекут к административной ответственности.УвольнениеСеверо-Казахстанская областьКоррупция"
2024-09-24,"В суде Астаны рассмотрели дело о взятке, которую получил работник столичного департамента государственных доходов, передаетTengrinews.kz.Дело рассматривал межрайонный суд по уголовным делам. Обвиняли жителя столицы в том, что он, занимая должность руководителя отдела управления по администрированию косвенных налогов департамента государственных доходов по Астане Министерства финансов, через своего подчиненного получилвзятку от директора ТОО ""С"" в размере 3,6 миллиона тенгеза возврат излишне уплаченного налога на добавленную стоимость.""Вина подсудимого доказана его собственными признательными показаниями, показаниями свидетелей, вещественными доказательствами и материалами дела"", - говорится в сообщении суда.Прокурор просил назначить наказание в виде 4 лет лишения свободы. А подсудимый полностью признал свою вину и просил назначить наказание в виде штрафа.Санкция статьи 366, части 2, Уголовного кодекса предусматривает разные виды наказания: это может быть штраф в размере, превышающем сумму взятки в 50-60 раз, а может быть лишение свободы на срок от 3 до 7 лет с конфискацией имущества и с пожизненным лишением права занимать определенные должности или заниматься определенной деятельностью.Суд назначил наказание в виде3 лет и 6 месяцев лишения свободыс пожизненным лишением права занимать должности на госслужбе и субъектах квазигосударственного сектора.Приговор не вступил в законную силу.Читайте также:Окрашивание денег и дороги: Токаеву доложили о борьбе с коррупциейКоррупцияСудАстанаВзятка"
2020-08-12,"Прокуратура Мексики начала расследование о коррупции в отношении бывшего президента страны Энрике Пенья Ньето, передаетTengrinews.kzсо ссылкой наReuters.Как сообщили представители прокуратуры, экс-президента обвиняют в финансировании своей избирательной кампании 2012 года взятками от бразильской строительной компании Odebrecht.Расследование ссылается на заявление бывшего главы мексиканской нефтяной компании Pemex Эмилио Лозойя, который во вторник заявил, что Пенья Ньето поручил ему направить полученные взятки на предвыборную кампанию и покупку голосов в конгрессе страны.""Человек, который позже стал президентом, и его министр финансов отдали распоряжение передать эти деньги различным иностранным советникам, которые работали в предвыборной кампании"", - сказал генеральный прокурор Мексики Алехандро Гертз.Кроме того, более 5 миллионов долларов США было передано пяти сенаторам в поддержку продвижения экономических реформ 2013-2014 годов.Бывший президент пока никак не прокомментировал обвинения. Энрике Пенья Ньето был президентом Мексики с 2012 по 2018 годы.У вас есть TikTok? У Tengrinews.kz есть! Подпишитесь прямо сейчас, интересные видео по ссылке.Мексикаэкс-президентКоррупцияВыборы"
2024-11-11,"Агентством по противодействию коррупции за последние три года в отношении должностных лиц органов по чрезвычайным ситуациям зарегистрировано 103 коррупционных преступления, в том числе в отношении 11 руководителей департаментов и других подразделений, передаетTengrinews.kzсо ссылкой на сообщение пресс-службы Антикора.По официальным данным, 23 процента составляют правонарушения в сфере промышленной безопасности.""Несвоевременное принятие действенных мер по обеспечению промбезопасности создает угрозу жизни и здоровью работников производственных объектов, нарушает их конституционные права на надлежащие условия труда. В Восточно-Казахстанской области завершено расследование в отношении руководителя областного департамента промышленной безопасности. Он обвиняется в злоупотреблении должностными полномочиями путем непринятия мер по приостановлению работ на рудниках, где отсутствовала система позиционирования"", - сообщили в Антикоре, отметив, что обвиняемый предан суду.Как отметили в ведомстве, данная система призвана определять местоположение шахтеров в подземных условиях, помогать спасателям быстрее найти и эвакуировать пострадавших при ЧП, а в отдельных случаях сохранить жизни.""В Павлодарской области экс-руководитель и бывший главный специалист отдела горнотехнического надзора департамента промышленной безопасности по выявленным еще в 2016 году нарушениям в АО ""Майкаинзолото"" не проконтролировали их устранение. В результате это привело к обрушению верхнего слоя выработанного пространства и повлекло гибель людей. Обвиняемые также преданы суду"", - сообщили в пресс-службе Антикоррупционной службы.По данным МЧС, ежегодно на опасных производственных объектах происходит порядка 20 аварий. За последние десять лет зарегистрировано 244 аварии.По официальным данным, за 2023 год в стране зафиксирована 21 авария на производстве, пострадали 108 человек, из них 56 погибли.""Одной из мер противодействия преступности в ходе досудебного расследования является установление причин и условий совершения коррупции. Для принятия мер по их устранению Антикоррупционной службой по каждому расследуемому уголовному делу вносятся представления"", - добавили в пресс-службе Антикора.Антикоррупционной службой и Министерством разработан комплекс мер по устранению коррупционных проявлений и предотвращению техногенных аварий. Предложено внедрение цифровизации процессов по мониторингу и контролю за износом оборудования на опасных производственных объектах, а также устранения нарушений по результатам проверок.Нажмите сюда, чтобы получать самые важные новости в вашем WhatsAppБезопасностьПромышленностьантикоррупционная службаКоррупцияРасследование"
2022-12-15,"Сотрудников актюбинского филиала ""Казахстан темир жолы"" сводили на экскурсию в СИЗО, передаетTengrinews.kzсо ссылкой на""Хабар 24"".Экскурсию организовали после того, как в отношении одного из руководителей филиала возбудили уголовное дело, а несколько его подчиненных оказались под следствием. Всех, как сообщили в Антикоре, подозревают в получении и даче взяток. Сейчас ведется расследование.""Ознакомили с работой Комитета исполнительной системы, показали условия содержания лиц. Эта работа проводится не в рамках устрашения, а для ознакомления с работой уполномоченных органов и служит защитным барьером для профилактики коррупции"", - рассказал руководитель управления департамента Агентства РК по противодействию коррупции по Актюбинской области Марат Хайруллин.КТЖСИЗОАктобеКоррупция"
2024-08-07,"Суд вынес приговор нескольким лицам, причастным к хищению средств, выделенных на капремонт канализационно-очистных сооружений в военном городке, передаетTengrinews.kz.""5 августа текущего года Судебной коллегией по уголовным делам Военного суда оглашен приговор в отношении должностных лиц Главного управления расквартирования войск, АО ""Әскери Құрылыс"", представителей авторского, технического надзоров и других лиц"", - сообщил Антикор.Виновными вхищении 491,6 миллиона тенге, выделенных на капитальный ремонт канализационно-очистных сооружений в военном городке Сарыозекского гарнизонаАлматинской области, признаны:экс-вице-президент АО ""Әскери құрылыс"" Темирбаев;начальник участка АО Кабултаев;руководитель компании Ибрагимова;представители авторского и технического надзоров Дощанов и Шайпранов;руководитель субподрядной организации Газезов и его доверенное лицо Омаров.Каждый из них получил по7 лет лишения свободыс конфискацией имущества и запретом на занятие деятельностью, связанной с госзакупками, сроком на 7 лет.А первый заместитель начальника ГУРВ Абдрахманов, начальник управления капитального строительства Онлабаев и офицер этого же управления Лесбаев признаны виновными в халатности.Напомним, в 2023 году былоглашен приговорв отношении преступной группы под руководством бывшего президента АО ""Әскери құрылыс"". В том случае речь шла и хищении 600 миллионов тенге.Согласно информации из открытых источников, АО ""Әскери құрылыс"" является подведомственной организацией Министерства обороны.Наши новости теперь в WhatsApp! Подписывайтесь на наш канал в самом популярном мессенджереПриговорВоенныеХищениеКоррупция"
2018-04-04,"Братьям-миллиардерам Зиявудину и Магомеду Магомедовым, арестованным на днях в Москве по уголовному делу о крупных хищениях и организации преступного сообщества, грозит от 30 лет лишения свободы до пожизненного срока.ПорталL!FEпроанализировал страницы родственников олигархов в соцсетях и показал, как жила семья Зиявудина Магомедова до задержания. Издание делает вывод, что родные бизнесмена привыкли жить в роскоши.Жена 49-летнего совладельца группы ""Сумма"" - Ольга Владимировна. Она мать его детей - двух сыновей и дочки. ""Ольга - настоящая светская львица и старается не упускать случая засветиться в модной тусовке, даже если для этого нужно лететь в Аргентину. Она дружит со Светланой Бондарчук и посещает светские тусовки в ее компании"", - говорится в статье.Фото: соцсетиСтарший сын Магомедова - 19-летний Даниял Магомедов. ""Он типичный представитель золотой молодежи. Судя по его странице в соцсети, он с ранних лет мог позволить себе все что угодно... Сейчас парень много времени проводит в Лондоне с друзьями. Крутая яхта, крутые тачки, личный самолет... Все так, как и положено сыну миллиардера. Со своей девушкой Даниял много путешествует по самым романтичным местам"", - пишет портал.Фото: соцсетиМладшего сына Зиявудина Магомедова зовут Тимур. Он редко появляется в социальных сетях. Он лично открывал футбольное поле в Дагестане, в строительство которого его отец вложил деньги. В честь этого события Тимур даже произнес речь, в которой поздравил своих счастливых ровесников.Фото: соцсетиПо данным журнала Forbes, состояние Зиявудина Магомедова оценивается в 1,4 миллиарда долларов. Состояние его брата составляет 0,45 миллиарда долларов. Группа ""Сумма"" считается одним из самых непрозрачных холдингов в России.Социальная сетьРоссияМиллиардерыКоррупцияАрест"
2020-10-31,"В Комитете по финансовому мониторингу Министерства финансов прокомментировали информацию о якобы задержании бывшего министра здравоохранения Елжана Биртанова, передает корреспондентTengrinews.kz.""Комитет по финансовому мониторингу Министерства финансов сообщает, что сведения о следственных действиях в отношении бывшего министра здравоохранения РК не подлежат разглашению в соответствии со статьей 201 УПК РК. Как только будет информация, мы обязательно сообщим"", - говорится в ответе на запрос редакции Tengrinews.kz.Ранее в Сетипоявиласьинформация о якобы задержании экс- министра здравоохранения Елжана Биртанова.Напомним, 25 июня этого года Елжан Биртанов согласно указу Президента Казахстанабыл освобожденот должности министра здравоохранения.Ранее Елжан Биртановобъяснилпричину своей отставки. На тот момент экс-министр здравоохранения заболел коронавирусом. По его словам, он нуждался в дополнительном лечении из-за осложнения в виде пневмонии. Новым главой Минздрава стал Алексей Цой, который занимает этот пост по настоящее время.Только главные новости - в Telegram-канале Tengrinews.kz! Подпишись и получай самое важное прямо на свой телефон.ЗадержаниеАстанаБиртанов ЕлжанМинистерство здравоохраненияМинздравКоррупцияЗдравоохранение"
2019-08-10,"Сотрудники Антикоррупционой службы следили за экзаменами в магистратуру в Акмолинской области, передаетTengrinews.kz. со ссылкой на пресс-службу областного департамента Агентства по противодействию коррупции.В Акмолинской области комплексное тестирование проходит с 10 по 14 августа на базе Кокшетауского государственного университета имени Шокана Уалиханова.""Сегодня с целью недопущения фактов нарушений как со стороны организаторов, так и абитуриентов, минимизации возможностей использования запрещенных предметов студентами (смартфоны, шпаргалки и прочие предметы), исключения участия подставных лиц, выноса экзаменационных книжек проведен общественный мониторинг.В качестве наблюдателей были привлечены сотрудники департамента Агентства по противодействию коррупции по Акмолинской области (Антикоррупционной службы), представители проектного офиса ""Ақмола - адалдық алаңы"" и другие общественники. Наблюдатели в онлайн-режиме отслеживают процесс тестирования посредством видеокамер, которые установлены в залах тестирования"", - говорится в сообщении.Отмечается, что уже в первый час после начала тестирования был выявлен ряд фактов проноса мультимедийных средств. Абитуриенты  использовали смартфоны для передачи информации третьим лицам. Данные обстоятельства послужили предупреждением со стороны независимых наблюдателей и представителей министерства.""В случае выявления повторных фактов со стороны нарушителей они будут удалены с мест проведения тестирования. Все результаты будут аннулированы"", - отмечает представитель МОН.В рамках первого потока экзамены сдавали 46 абитуриентов. Всего в тестировании примут участие 535 претендентов.""Допущение подобных фактов несправедливо по отношению к тем, кто трудится честно, придерживается принципов добропорядочности, не нарушая установленных требований"", - отмечает общественник, руководитель проектного офиса ""Ақмола - адалдық алаңы"" Самира Тайтенова.Как отметили в МОН, в стране с 10 по 15 августа на базе 27 пунктов будет проходить тестирования для поступление в магистратуру. Отмечается, что наблюдатели, в том числе сотрудники Антикоррупционной службы, были приглашены министром образования и науки Асхатом Аймагамбетовым.ТестСтудентыОбразованиемагистратураКоррупцияВузы"
2023-09-11,"Обвиняемый в уголовном правонарушении руководитель государственного архитектурно-строительного контроля Западно-Казахстанской области Мади Отарбаев пытался пересечь казахстанскую границу. Об этом говорится в материалах суда, передаетTengrinews.kzсо ссылкой наinbusiness.kz.Продолжение■Обвиняемого в тяжком преступлении казахстанского чиновника освободили в зале суда14 сентября 2023, 05:36Отарбаев обвиняется по статье 361 части 4 пункта 3 УК РК (""Злоупотребление должностными полномочиями, повлекшее тяжкие последствия""). С мая текущего года органом уголовного преследования в отношении чиновника избрана подписка о невыезде.В августе суд изменил ему меру пресечения на содержание под стражей. Это произошло после инцидента, случившегося в полночь 3 августа.""Отарбаев М.Ж. нарушил избранную в отношении него меру пресечения и пытался скрыться от суда (суду предоставлен рапорт ДАПК по ВКО от 03.08.2023 года о том, что пресечена попытка пересечения границы через пограничный пост ""Кордай"" в Киргизскую Республику Отарбаева М.Ж. в 00:57 часов 03.08.2023 года). Обвиняется в совершении преступления, относящегося к категории тяжких преступлений, за которое предусмотрено до 7 лет лишения свободы. Суд соглашается с мнением прокурора о том, что подсудимый Отарбаев М.Ж. может скрыться, чем будет препятствовать рассмотрению дела в суде, в связи с чем избранная в отношении него мера пресечения подлежит изменению на более строгую"", - говорится в постановлении суда.Сам Мади Отарбаев и его адвокат просили оставить меру пресечения прежней. Подсудимый уверял, что у него не было умысла, по семейным обстоятельствам и состоянию здоровья хотел пройти обследование в Бишкеке.По данным сайта акимата ЗКО, 55-летний Мади Отарбаев еще находится в должности руководителя ГАСК ЗКО.Отарбаев работает в сфере государственного архитектурно-строительного контроля с 2004 года. Был начальником отделов лицензирования, архитектурно-строительного контроля объектов бюджетного строительства департамента ГАСК Алматы. С 2013 по 2015 год руководил департаментом ГАСК и лицензирования Восточно-Казахстанской области. Работал руководителем отдела строительства Талгарского района.В 2016 году чиновнику объявили строгий выговор за то, что назвал своих подчиненных ""баранами, которым нужен пастух"". Оскорбленные сотрудники управления строительства, архитектуры и градостроительства записали его нелестные высказывания на диктофон и пожаловались в департамент по делам госслужбы.чиновникиКоррупцияЗападно-Казахстанская областьПобегГраница"
2018-09-24,"Департамент госдоходов по Алматы нашел в нескольких государственных учреждениях ""пиратское"" ПО Microsoft Office, установленное в рамках госзакупок, передаетTengrinews.kz.""Департаментом государственных доходов по Алматы было выявлено пять фактов предоставления в адрес государственных учреждений в рамках государственных закупок контрафактного программного обеспечения Microsoft Office - 2013 Professional Plus, Microsoft предприятиями, зарегистрированными на подставных лиц. Дела направлены в суд"", - сообщили в пресс-службе Комитета госдоходов Минфина.Как сообщили в ведомстве, всего за 6 месяцев 2018 года Службой экономических расследований по фактам изготовления и  реализации контрафактной продукции было зарегистрировано 47 правонарушений.По большей части правонарушения были связаны с изготовлением и реализацией CD/DVD дисков, а также распространением контрафактных игр для приставки Sony PlayStation, установкой в рамках госзакупок нелицензионного программного обеспечения государственным и бюджетным организациям.""ДГД по Карагандинской области в текущем году выявлен подпольный цех по изготовлению и реализации контрафактных дисков. Правообладателям причинен предварительный ущерб в размере 2,5 миллиона  тенге. Дело направлено в суд"", - отмечается в сообщении.КоррупцияАлматы"
2024-07-26,"О задержании бывшего вице-министра обороны сообщает Следственный комитет России, передаетTengrinews.kz.Продолжение■Задержания высокопоставленных военных продолжаются в России29 августа 2024, 15:29""В главном следственном управлении СК России расследуется уголовное дело коррупционной направленности, в рамках которого Дмитрию Булгакову, занимавшему в 2008-2022 годах должность заместителя министра обороны Российской Федерации, избрана мера пресечения в виде заключения под стражу. С фигурантом проводятся необходимые следственные действия"", - отметила официальный представитель Следкома Светлана Петренко.Булгаков в 2016 году получил звание Героя России.Дмитрий Булгаков. Фото Минобороны РоссииНапомним, 23 апреля по подозрению в получении взяткибыл задержан замминистра обороныРФТимур Иванов. Он отвечал за строительство, реконструкцию и капитальный ремонт объектов Минобороны.12 мая президент России Владимир Путин отправил в отставку министра обороныСергея Шойгу, который занимал этот пост с 2012-го по 2024 год. Шойгу перешел на должность секретаря Совета безопасности.13 мая был задержан начальник главного управления кадров Минобороны генерал-лейтенантЮрий Кузнецов.17 мая в рамках расследования дела о крупном мошенничестве арестован бывший командующий 58-й армиейИван Попов.21 мая арестовали начальника управления департамента Минобороны России по обеспечению государственного оборонного заказаВладимира Вертелецкого.22 мая былзадержан начальник главного управления связиВооруженных сил РФ генералВадим Шамарин.23 мая стало известно об отставке командующего 20-й общевойсковой армиейСухраба Ахмедова.17 июня потеряли работу четыре заместителя министра обороны:Николай Панков, Руслан Цаликов, Татьяна Шевцова и Павел Попов.24 июля задержали бывшего главу публично-правовой компании ""Военно-строительная компания""Андрея Белкова.Наши новости теперь в WhatsApp! Подписывайтесь на наш канал в самом популярном мессенджереРоссияМинобороныАрестКоррупция"
2020-10-16,"Аким сельского округа в Туркестанской области приговорен к четырем годам лишения свободы за получение взятки в 500 тысяч тенге, передаетTengrinews.kzсо ссылкой на Telegram-канал Антикоррупционной службы.""Приговором Жетысайского районного суда к 4 годам лишения свободы осужден аким сельского округа Кызылкум Жетысайского района Туркестанской области Койлыбеков Н.С., который подозревался в получении взятки в сумме 500 тысяч тенге за выдачу земельного участка под индивидуальное жилищное строительство"", - говорится в сообщении.Появилось видео задержания директора морга в АлматыРанее сообщалось, что в Туркестанской области осудили судью, получившего взятку в размере девяти тысяч тенге. Он приговорен к трем годам лишения свободы.Только главные новости - в Telegram-канале Tengrinews.kz! Подпишись и получай самое важное прямо на свой телефон.СудКоррупцияВзяткаТуркестанская область"
2022-03-03,"Антикоррупционная служба проводит расследование в отношении руководства ""Самрук-Казына"", ""Самрук-Энерго"" и КТЖ. Об этом говорится в сообщении ведомства в официальном Telegram-канале, передаетTengrinews.kz.""Антикоррупционной службой проводится расследование в отношении руководства АО ""ФНБ ""Самрук-Казына"", ""Самрук-Энерго"" и ""НК ""Қазақстан Темір Жолы"" по факту злоупотребления служебными полномочиями в целях извлечения выгод для частных компаний"", - сообщили в Антикоррупционной службе.В ведомстве заявили, что государству был причинен ущерб в особо крупном размере, в сумме 3,8 миллиарда тенге.""Иная информация в интересах следствия не подлежит разглашению"", - добавили в Антикоре.У Tengrinews.kz есть Telegram-канал. Это быстрый и удобный способ получать самые главные новости прямо на твой телефон.Өзекті жаңалықтарды сілтемесіз оқу үшін Telegram желісінде парақшамызға тіркеліңіз!антикоррупционная службаРасследованиеКоррупцияКТЖСамрук-Казына"
2024-01-17,"Судебная коллегия по уголовным делам суда Астаны рассмотрела апелляционную жалобу осужденного экс-министра, мажилисмена Нуржана Альтаева, передаетTengrinews.kz.В ноябре 2023 года специализированный межрайонный суд по уголовным делам Астанывынес приговор в отношении Нуржана Альтаевапо факту получения взятки в особо крупном размере. Суд назначили ему 10 лет лишения свободы с пожизненным лишением права занимать должности на госслужбе. Позже Альтаев обжаловал это решение.16 января 2024 года судебная коллегия по уголовным делам Астаны вынесла решение.""Апелляционной инстанцией было рассмотрено дело,приговор суда оставлен без изменения и вступил в законную силу"", - сообщили Tengrinews.kz в пресс-службе суда Астаны.Напомним, Нуржана Альтаева обвиняли в совершении преступлении по пункту 4 статьи 366 УК. Суд проходил в закрытом режиме. Альтаев просил его оправдать.По материалам уголовного дела экс-вице-министр Нуржан Альтаев обвинялся в том, что с февраля 2018 года по июль 2020 года за общее покровительство и лоббирование интересов НПП ""Атамекен""получил от Аблая Мырзахметова в качестве взятки через посредника денежные средствана общую сумму свыше 50 миллионов тенге (115 тысяч долларов и 8 миллионов 150 тысяч тенге).Отметим, что 16 января 2024 года в Астанесостоялось предварительное судебное заседаниепо уголовному делу в отношении экс-главы НПП ""Атамекен"" Аблая Мырзахметова. Главное судебное заседание назначено на понедельник, 22 января.Аблая Мырзахметова арестовали в мае 2023 года. В Антикоррупционной службе сообщили, что он подозревается в мошенничестве и подстрекательстве предпринимателя к даче взятки в особо крупном размере якобы за оказание содействия в освобождении от уголовной ответственности его родственника.О задержании Нуржана Альтаевастало известно летом 2023 года. Информация была озвучена Антикором.Наши новости теперь в WhatsApp! Подписывайтесь на наш канал в самом популярном мессенджереПриговорСудрешениеАстанаУголовное делоВзяткаКоррупция"
